scene_id,disaster,origin,split,n_usable,img_pre,img_post,lab_post
hurricane-harvey_00000117,hurricane-harvey,hold,test_id,232,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000117_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000117_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000117_post_disaster.json
hurricane-harvey_00000120,hurricane-harvey,test,test_id,50,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000120_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000120_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000120_post_disaster.json
hurricane-harvey_00000127,hurricane-harvey,test,test_id,55,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000127_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000127_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000127_post_disaster.json
hurricane-harvey_00000143,hurricane-harvey,test,test_id,20,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000143_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000143_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000143_post_disaster.json
hurricane-harvey_00000150,hurricane-harvey,test,test_id,11,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000150_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000150_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000150_post_disaster.json
hurricane-harvey_00000179,hurricane-harvey,test,test_id,242,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000179_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000179_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000179_post_disaster.json
hurricane-harvey_00000188,hurricane-harvey,hold,test_id,37,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000188_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000188_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000188_post_disaster.json
hurricane-harvey_00000190,hurricane-harvey,hold,test_id,27,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000190_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000190_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000190_post_disaster.json
hurricane-harvey_00000198,hurricane-harvey,hold,test_id,208,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000198_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000198_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000198_post_disaster.json
hurricane-harvey_00000215,hurricane-harvey,hold,test_id,103,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000215_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000215_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000215_post_disaster.json
hurricane-harvey_00000225,hurricane-harvey,test,test_id,31,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000225_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000225_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000225_post_disaster.json
hurricane-harvey_00000229,hurricane-harvey,hold,test_id,19,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000229_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000229_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000229_post_disaster.json
hurricane-harvey_00000230,hurricane-harvey,test,test_id,16,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000230_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000230_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000230_post_disaster.json
hurricane-harvey_00000252,hurricane-harvey,test,test_id,40,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000252_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000252_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000252_post_disaster.json
hurricane-harvey_00000253,hurricane-harvey,hold,test_id,107,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000253_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000253_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000253_post_disaster.json
hurricane-harvey_00000290,hurricane-harvey,hold,test_id,6,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000290_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000290_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000290_post_disaster.json
hurricane-harvey_00000296,hurricane-harvey,hold,test_id,7,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000296_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000296_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000296_post_disaster.json
hurricane-harvey_00000305,hurricane-harvey,test,test_id,5,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000305_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000305_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000305_post_disaster.json
hurricane-harvey_00000310,hurricane-harvey,test,test_id,7,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000310_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000310_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000310_post_disaster.json
hurricane-harvey_00000326,hurricane-harvey,test,test_id,5,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000326_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000326_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000326_post_disaster.json
hurricane-harvey_00000328,hurricane-harvey,test,test_id,44,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000328_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000328_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000328_post_disaster.json
hurricane-harvey_00000331,hurricane-harvey,test,test_id,9,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000331_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000331_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000331_post_disaster.json
hurricane-harvey_00000340,hurricane-harvey,test,test_id,103,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000340_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000340_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000340_post_disaster.json
hurricane-harvey_00000352,hurricane-harvey,hold,test_id,15,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000352_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000352_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000352_post_disaster.json
hurricane-harvey_00000359,hurricane-harvey,hold,test_id,36,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000359_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000359_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000359_post_disaster.json
hurricane-harvey_00000360,hurricane-harvey,test,test_id,176,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000360_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000360_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000360_post_disaster.json
hurricane-harvey_00000363,hurricane-harvey,hold,test_id,41,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000363_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000363_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000363_post_disaster.json
hurricane-harvey_00000370,hurricane-harvey,test,test_id,38,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000370_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000370_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000370_post_disaster.json
hurricane-harvey_00000378,hurricane-harvey,test,test_id,169,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000378_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000378_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000378_post_disaster.json
hurricane-harvey_00000399,hurricane-harvey,hold,test_id,18,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000399_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000399_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000399_post_disaster.json
hurricane-harvey_00000414,hurricane-harvey,hold,test_id,36,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000414_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000414_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000414_post_disaster.json
hurricane-harvey_00000415,hurricane-harvey,test,test_id,188,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000415_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000415_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000415_post_disaster.json
hurricane-harvey_00000417,hurricane-harvey,hold,test_id,184,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000417_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000417_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000417_post_disaster.json
hurricane-harvey_00000420,hurricane-harvey,test,test_id,47,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000420_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000420_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000420_post_disaster.json
hurricane-harvey_00000421,hurricane-harvey,hold,test_id,62,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000421_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000421_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000421_post_disaster.json
hurricane-harvey_00000424,hurricane-harvey,test,test_id,125,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000424_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000424_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000424_post_disaster.json
hurricane-harvey_00000450,hurricane-harvey,hold,test_id,108,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000450_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000450_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000450_post_disaster.json
hurricane-harvey_00000456,hurricane-harvey,test,test_id,196,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000456_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000456_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000456_post_disaster.json
hurricane-harvey_00000464,hurricane-harvey,test,test_id,15,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000464_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000464_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000464_post_disaster.json
hurricane-harvey_00000468,hurricane-harvey,test,test_id,98,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000468_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000468_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000468_post_disaster.json
hurricane-harvey_00000483,hurricane-harvey,test,test_id,193,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000483_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000483_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000483_post_disaster.json
hurricane-harvey_00000490,hurricane-harvey,hold,test_id,194,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000490_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\images\hurricane-harvey_00000490_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\hold\labels\hurricane-harvey_00000490_post_disaster.json
hurricane-harvey_00000498,hurricane-harvey,test,test_id,10,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000498_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000498_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000498_post_disaster.json
hurricane-harvey_00000510,hurricane-harvey,test,test_id,75,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000510_pre_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\images\hurricane-harvey_00000510_post_disaster.png,D:\UNI\DLSS\satellite-disaster-damage-mapping\data_same\xbd\test\labels\hurricane-harvey_00000510_post_disaster.json
